id,name,kind,state
633,血氧饱和度检测,3,0
634,胸部疾病体征检查,3,0
635,抗菌药物治疗,11,0
636,抗红细胞抗体,3,0
637,康缘药业金振口服液(金振口服液),13,0
638,蘑菇木耳饺,7,0
639,香蕉豆沙酸奶汁,7,0
640,云南东方红清肺抑火片(清肺抑火片),13,0
641,尿流中断,4,0
642,利巴韦林片,2,0
643,遂成药业阿昔洛韦乳膏(阿昔洛韦乳膏),13,0
644,头孢拉定分散片,5,0
645,黄芪粥,7,0
646,华西制药血尿胶囊(血尿胶囊),13,0
647,肾盂肾炎,9,0
648,克拉霉素分散片,5,0
649,嗜中性杆状粒细胞数,3,0
650,古田药业诺氟沙星胶囊(诺氟沙星胶囊),13,0
651,油腻食物,8,0
652,淡菜板豆腐白菜汤,7,0
653,云鹏呋喃唑酮片(呋喃唑酮片),13,0
654,华北制药对乙酰氨基酚栓(对乙酰氨基酚栓),13,0
655,山西普德银杏达莫注射液(银杏达莫注射液),13,0
656,黏膜损害,4,0
657,多形红斑,1,0
658,胡萝卜,6,0
659,羧甲司坦片,5,0
660,黄疸,9,0
661,绿豆,6,0
662,盐酸美他环素片,5,0
663,全星制药乳酸左氧氟沙星分散(乳酸左氧氟沙星分散片),13,0
664,痰培养+药敏试验,3,0
665,膀胱刺激征,4,0
666,希舒美(阿奇霉素片),13,0
667,陕西渭南华仁硬脂酸红霉素片(硬脂酸红霉素片),13,0
668,心包膜发炎,4,0
669,支原体检查法,3,0
670,亚太药业克拉霉素胶囊(克拉霉素胶囊),13,0
671,双蚁药业双蚁祛湿通络胶囊(双蚁祛湿通络胶囊),13,0
672,亮博(头孢泊肟酯胶囊),13,0
673,腹泻,4,0
674,绿菜花竹笋,7,0
675,麦芽糖,8,0
676,香蕉葡萄干牛奶,7,0
677,盐酸氨溴索片,5,0
678,闫鹏辉,4,0
679,常州制药氢氯噻嗪片(氢氯噻嗪片),13,0
680,花生芝麻糊,7,0
681,安徽江中高邦阿昔洛韦乳膏(阿昔洛韦乳膏),13,0
682,三乙醇胺乳膏,12,0
683,连翘败毒片,5,0
684,痰及下呼吸道分泌物标本的细菌学检验,3,0
685,羊肉粥,7,0
686,江苏长江阿奇霉素胶囊(阿奇霉素胶囊),13,0
687,小米龙眼粥,7,0
688,湖南迪诺阿奇霉素干混悬剂(阿奇霉素干混悬剂),13,0
689,白果莲子粥,7,0
690,菜煎饼,7,0
691,八宝丹胶囊,5,0
692,胸闷,4,0
693,急性气管支气管炎,1,0
694,鸽蛋,6,0
695,方舟制药氨咖甘片(氨咖甘片),13,0
696,谱乐益(匹多莫德颗粒剂),13,0
697,广州一品红复方桔梗止咳片(复方桔梗止咳片),13,0
698,川贝雪梨粥,7,0
699,江苏鹏鹞盐酸吗啉胍片(盐酸吗啉胍片),13,0
700,流涎,4,0
701,便常规,3,0
702,甘露聚糖肽片,5,0
703,油菜,6,0
704,心内科,10,0
705,腹痛伴恶心、呕吐,4,0
706,悦康凯悦阿莫西林胶囊(阿莫西林胶囊),13,0
707,金太阳生化氯霉素片(氯霉素片),13,0
708,浙江南洋药业阿奇霉素胶囊(阿奇霉素胶囊),13,0
709,阿昔洛韦乳膏,5,0
710,补体结合试验,3,0
711,华润紫竹药业达那唑胶囊(达那唑胶囊),13,0
712,美大康利巴韦林片(利巴韦林片),13,0
713,广东华南羧甲司坦片(羧甲司坦片),13,0
714,烟台中亚安胎丸(安胎丸),13,0
715,黄山天目首乌延寿片(首乌延寿片),13,0
716,南新盐酸环丙沙星片(盐酸环丙沙星片),13,0
717,胸腔积液微生物学检查,3,0
718,鸡蛋炒面,7,0
719,苦瓜,6,0
720,依托红霉素混悬液,5,0
721,炒丝瓜,7,0
722,盐酸头孢他美酯干混悬剂,5,0
723,老人剧烈咳嗽,4,0
724,丝瓜汤,7,0
725,台山化学制药硬脂酸红霉素片(硬脂酸红霉素片),13,0
726,钝痛,4,0
727,白云山医诺氟沙星胶囊(诺氟沙星胶囊),13,0
728,利君制药红霉素肠溶片(红霉素肠溶片),13,0
729,艾韦达(阿昔洛韦缓释片),13,0
730,美卓乐(甲泼尼龙片),13,0
731,血凝试验,3,0
732,三乙醇胺乳膏,2,0
733,头孢克肟颗粒,5,0
734,雪梨黄瓜粥,7,0
735,仁和堂羧甲司坦片(羧甲司坦片),13,0
736,广东华天宝安胎丸(安胎丸),13,0
737,腺病毒性肺炎,1,0
738,生菜香菇,7,0
739,鸡蛋木耳粥,7,0
740,西芹油菜牛奶汁,7,0
741,广州白云山光华硬脂酸红霉素(硬脂酸红霉素片),13,0
742,手的歪扭畸形,4,0
743,小儿咳喘灵颗粒(小儿咳喘灵颗粒),13,0
744,阿奇霉素片,12,0
745,广东逢春安胎丸(安胎丸),13,0
746,脓胸,4,0
747,葵花子仁,8,0
748,西安利君醋酸可的松片(醋酸可的松片),13,0
749,巨细胞动脉炎和风湿性多肌痛,1,0
750,成都一药复方四环素泼尼松膜(复方四环素泼尼松膜),13,0
751,柏子仁鸡心,7,0
752,铁锈色痰,4,0
753,复方桔梗止咳片,5,0
754,上海上药丹参酮ⅡA磺酸钠注(丹参酮ⅡA磺酸钠注射液),13,0
755,北京赛升脱氧核苷酸钠注射液(脱氧核苷酸钠注射液),13,0
756,白菜,6,0
757,鸭翅,6,0
758,绿豆奶粥,7,0
759,盐酸金刚烷胺糖浆,12,0
760,延安药业诺氟沙星胶囊(诺氟沙星胶囊),13,0
761,鸡肉白薯粥,7,0
762,龙牡小儿咳喘灵颗粒(小儿咳喘灵颗粒),13,0
763,昏迷,4,0
764,海虾,8,0
765,硝呋太尔阴道片,5,0
766,青豆,8,0
767,丹参片,5,0
768,布氏菌肺炎,1,0
769,中医治疗,11,0
770,治咳枇杷露,5,0
771,利巴韦林分散片,5,0
772,驻站医,4,0
773,肺炎,1,0
774,急性心包炎,1,0
775,啤酒,8,0
776,衡山药业螺内酯片(螺内酯片),13,0
777,重庆华邦注射用甲泼尼龙琥珀(注射用甲泼尼龙琥珀酸钠),13,0
778,紫竹爱维(替勃龙片),13,0
779,遂成药业替硝唑胶囊(替硝唑胶囊),13,0
780,福建古田诺氟沙星胶囊(诺氟沙星胶囊),13,0
781,鲁抗赛特阿奇霉素片(阿奇霉素片),13,0
782,利巴韦林颗粒,5,0
783,小儿鼻塞,4,0
784,胸部透视,3,0
785,湖北东信琥乙红霉素片(琥乙红霉素片),13,0
786,鸭血(白鸭),6,0
787,番茄黄瓜汁,7,0
788,石药集团盐酸金刚烷胺糖浆(盐酸金刚烷胺糖浆),13,0
789,呼吸音减弱,4,0
790,苏之(辛伐他汀片),13,0
791,香菇烧油菜,7,0
792,氯霉素片,12,0
793,氨苄西林胶囊,5,0
794,湖北潜江利巴韦林含片(利巴韦林含片),13,0
795,众生固肾合剂(固肾合剂),13,0
796,四川好医生诺氟沙星胶囊(诺氟沙星胶囊),13,0
797,番茄菠萝汁,7,0
798,瘦肉,6,0
799,通天河青鹏膏剂(青鹏膏剂),13,0
800,绝经与心血管疾病,1,0
801,修正药业消炎片(消炎片),13,0
802,肝功能衰竭,4,0
803,联邦左福康盐酸左氧氟沙星胶(盐酸左氧氟沙星胶囊),13,0
804,白扁豆,6,0
805,呼吸衰竭,9,0
806,八珍豆腐盒,7,0
807,葵花药业依托红霉素颗粒(依托红霉素颗粒),13,0
808,小儿内科,10,0
809,太宝制药天王补心丸(天王补心丸),13,0
810,正和复方桔梗止咳片(复方桔梗止咳片),13,0
811,盐酸金刚烷胺糖浆,2,0
812,螃蟹,8,0
813,伊贝特单硝酸异山梨酯胶囊(单硝酸异山梨酯胶囊),13,0
814,少尿,4,0
815,芦笋汁,7,0
816,鼻窦炎,9,0
817,红霉素肠溶胶囊,5,0
818,凉拌木耳菜,7,0
819,康裕头孢氨苄胶囊(头孢氨苄胶囊),13,0
820,赖氨酸维B12颗粒,5,0
821,葵花药业得菲尔公司利巴韦林(利巴韦林颗粒),13,0
822,华圣爱诺药业苯妥英钠片(苯妥英钠片),13,0
823,胡萝卜炒猪肝,7,0
824,依托红霉素颗粒,5,0
825,北京京丰诺氟沙星胶囊(诺氟沙星胶囊),13,0
826,苹果雪梨生鱼汤,7,0
827,草鱼豆腐,7,0
828,鲜芦根粥,7,0
829,玻璃白菜汤,7,0
830,头孢泊肟酯胶囊,12,0
831,鼻中隔穿孔,4,0
832,小儿解表止咳口服液,5,0
833,小儿肺热平胶囊,12,0
834,北京首儿依托红霉素颗粒(依托红霉素颗粒),13,0
835,苹果沙拉,7,0
836,爱普森药业阿奇霉素片(阿奇霉素片),13,0
837,咽喉部充血,4,0
838,十全大补膏,5,0
839,抽搐,4,0
840,低热,4,0
841,冠状动脉造影,3,0
842,鹦鹉热衣原体肺炎,1,0
843,荔枝粥,7,0
844,果汁豆腐,7,0
845,胸腔积液,4,0
846,吉林敖东大连克拉霉素胶囊(克拉霉素胶囊),13,0
847,肺炎衣原体肺炎,1,0
848,小儿止咳糖浆,12,0
849,广东华南琥乙红霉素片(琥乙红霉素片),13,0
850,白扁豆粳米粥,7,0
851,肺不张,4,0
852,颅内出血,4,0
853,小肠结肠炎耶尔森菌肺炎,1,0
854,菌血症,4,0
855,消炎片,5,0
856,苯妥英钠片,12,0
857,尿沉渣,3,0
858,头孢呋辛酯干混悬剂,5,0
859,抗之霸诺氟沙星胶囊(诺氟沙星胶囊),13,0
860,沈阳康芝盐酸金刚烷胺糖浆(盐酸金刚烷胺糖浆),13,0
861,丹参酮ⅡA磺酸钠注射液,5,0
862,广西广明制药养血安神片(养血安神片),13,0
863,肺部啰音,4,0
864,固肾合剂,5,0
865,红白豆腐羹,7,0
866,早晨上下眼睑粘连,4,0
867,胸骨后疼痛,4,0
868,江西盛翔蛇胆川贝液(蛇胆川贝液),13,0
869,猪肺粥,7,0
870,阴道分泌物检查,3,0
871,痰多,4,0
872,气胸,4,0
873,补肾斑龙片,5,0
874,北京中新药业琥乙红霉素片(琥乙红霉素片),13,0
875,还少丹,5,0
876,紫菜豆腐肉片汤,7,0
877,骨膜炎,4,0
878,上海迪冉依托红霉素颗粒(依托红霉素颗粒),13,0
879,甲泼尼龙片,5,0
880,华润天和关节止痛膏(关节止痛膏),13,0
881,银耳薏米羹,7,0
882,诺氟沙星胶囊,12,0
883,血沉增快,4,0
884,川贝清肺糖浆,5,0
885,小儿肺不张,9,0
886,海力制药小儿咳喘灵颗粒(小儿咳喘灵颗粒),13,0
887,金振口服液,5,0
888,江苏正大丰海盐酸多西环素片(盐酸多西环素片),13,0
889,猪肉青菜粥,7,0
890,桃仁粥,7,0
891,连花清瘟胶囊(中成药),13,0
892,颅脑MRI检查,3,0
893,血支原体抗体测定,3,0
894,哈密瓜香蕉汁,7,0
895,肺炎支原体补体结合试验,3,0
896,信谊醋酸可的松片(醋酸可的松片),13,0
897,土豆泥牛奶粥,7,0
898,生烧草鱼豆腐,7,0
899,纯红细胞再生障碍,1,0
900,百合熟地鸡蛋汤,7,0
901,星斗药业维生素B1片(维生素B1片),13,0
902,倍沙(罗红霉素分散片),13,0
903,小儿止咳糖浆,2,0
904,辽宁天铖磷霉素钙甲氧苄啶胶(磷霉素钙甲氧苄啶胶囊),13,0
905,甲硝唑乳膏,12,0
906,头孢克洛颗粒,12,0
907,上海信谊地塞米松片/注射液(地塞米松),13,0
908,华佗华佗国药天麻胶囊(天麻胶囊),13,0
909,苯妥英钠片,2,0
910,香蕉蜂蜜奶,7,0
911,清炒木耳菜,7,0
912,辽宁富东阿奇霉素分散片(阿奇霉素分散片),13,0
913,拌生菜,7,0
914,湘江利巴韦林颗粒(利巴韦林颗粒),13,0
915,塞克硝唑胶囊,5,0
916,达那唑胶囊,5,0
917,玉米豌豆羹,7,0
918,腐竹白果粥,7,0
919,菠菜洋葱牛奶羹,7,0
920,康缘大株红景天胶囊(大株红景天胶囊),13,0
921,牛奶菠菜粥,7,0
922,海南康芝利巴韦林颗粒(利巴韦林颗粒),13,0
923,欧意诺氟沙星胶囊(诺氟沙星胶囊),13,0
924,白菜红枣牛腩汤,7,0
925,御大夫通脉颗粒(通脉颗粒),13,0
926,不动杆菌肺炎,1,0
927,地塞米松,2,0
928,山西云鹏土霉素片(土霉素片),13,0
929,江波制药盐酸环丙沙星片(盐酸环丙沙星片),13,0
930,急性播散性脑脊髓炎,1,0
931,安胎丸,12,0
932,扬州艾迪制药琥乙红霉素片(琥乙红霉素片),13,0
933,新冠肺炎,1,0
934,松子仁,6,0
935,肝炎,9,0
936,诺氟沙星胶囊,2,0
937,沈阳东新硬脂酸红霉素片(硬脂酸红霉素片),13,0
938,临汾健民苯妥英钠片(苯妥英钠片),13,0
939,俞氏乳酸左氧氟沙星片(乳酸左氧氟沙星片),13,0
940,心肌梗死,4,0
941,表皮葡萄球菌肺炎,1,0
942,广西邦琪安胎益母丸(安胎益母丸),13,0
943,郝其军复方皂矾丸(复方皂矾丸),13,0
944,茄汁芦笋,7,0
945,直接抗人球蛋白试验,3,0
946,桂林中族中药三蛇胆川贝糖浆(三蛇胆川贝糖浆),13,0
947,玉米须车前饮,7,0
948,三味清热止痒洗剂,5,0
949,喉痒咳嗽,4,0
950,花城龙胆泻肝丸(龙胆泻肝丸),13,0
951,阿比多尔,5,0
952,胸痛伴呼吸困难,4,0
953,汾河制药苯妥英钠片(苯妥英钠片),13,0
954,依托红霉素片,5,0
955,白云山制药总厂羧甲司坦片(羧甲司坦片),13,0
956,瘙痒,4,0
957,小儿原发性纤毛运动障碍,1,0
958,炸肉馅白菜盒,7,0
959,美欧卡(乙酰麦迪霉素干混悬剂),13,0
960,大白菜饺,7,0
961,头孢克洛颗粒,2,0
962,百合粥,7,0
963,冬瓜粥,7,0
964,麦迪霉素片,5,0
965,每分钟最大通气量（MVV）,3,0
966,东信药业琥乙红霉素颗粒(琥乙红霉素颗粒),13,0
967,畏寒,4,0
968,遂成药业醋酸泼尼松片(醋酸泼尼松片),13,0
969,天津太平洋醋酸泼尼松片(醋酸泼尼松片),13,0
970,毒血症,4,0
971,千金保孕丸,5,0
972,疲劳,4,0
973,宜昌长江阿奇霉素分散片(阿奇霉素分散片),13,0
974,清肺抑火片,5,0
975,香菇薏米饭,7,0
976,当归片,12,0
977,咳泡沫黏液痰,4,0
978,木瓜胡萝卜玉米粥,7,0
979,四川广元蓉成小儿解表止咳口(小儿解表止咳口服液),13,0
980,申优(头孢拉定分散片),13,0
981,小儿消积止咳口服液,5,0
982,吉林东丰硬脂酸红霉素片(硬脂酸红霉素片),13,0
983,甜杏仁猪肺汤,7,0
984,核桃仁豌豆羹,7,0
985,黄瓜拌绿豆芽,7,0
986,世贸天阶江苏螺内酯片(螺内酯片),13,0
987,绿豆,8,0
988,安胎丸,2,0
989,素炒黄花菜,7,0
990,糖尿,4,0
991,胆囊炎,9,0
992,斑疹,4,0
993,好医生诺氟沙星胶囊(诺氟沙星胶囊),13,0
994,江苏亚邦生缘盐酸金刚烷胺糖(盐酸金刚烷胺糖浆),13,0
995,对乙酰氨基酚栓,5,0
996,妇炎灵栓,5,0
997,丹生氨肽素片(氨肽素片),13,0
998,重庆迪康长江复方四环素泼尼(复方四环素泼尼松膜),13,0
999,川贝枇杷糖浆,12,0
1000,尿隐血,3,0
1001,冰糖燕窝,7,0
1002,肌电图,3,0
1003,扁豆小米粥,7,0
1004,蜂蜜,6,0
1005,油豆腐油菜,7,0
1006,鲁抗阿莫西林颗粒(阿莫西林颗粒),13,0
1007,匹多莫德口服溶液,5,0
1008,浙江康恩贝盐酸金刚烷胺糖浆(盐酸金刚烷胺糖浆),13,0
1009,智力低下,9,0
1010,佳乐弗乳酸左氧氟沙星片(乳酸左氧氟沙星片),13,0
1011,理舒达(辛伐他汀胶囊),13,0
1012,酸奶,6,0
1013,不自主运动,4,0
1014,海南慧谷利巴韦林颗粒(利巴韦林颗粒),13,0
1015,醋酸泼尼松片(醋酸泼尼松片),13,0
1016,盐酸米诺环素胶囊,5,0
1017,派维赖氨酸维B12颗粒(赖氨酸维B12颗粒),13,0
1018,大环类脂类、皮质激素、针对常见感染病原菌的抗生素治疗、氧疗、机械通气以及对症支持治疗,11,0
1019,地塞米松,5,0
1020,八珍颗粒,5,0
1021,心律失常,4,0
1022,华北制药地塞米松片/注射液(地塞米松),13,0
1023,老年人终末期肺炎,1,0
1024,河北龙海药业维生素B1片(维生素B1片),13,0
1025,苯妥英钠片(苯妥英钠片),13,0
1026,特安呐丹参益心胶囊(丹参益心胶囊),13,0
1027,成都锦华四环素片(四环素片),13,0
1028,抗链球菌型M蛋白抗体,3,0
1029,养阴清肺丸,5,0
1030,言克欣苦参软膏(苦参软膏),13,0
1031,上海通用药业醋酸可的松注射(醋酸可的松注射液),13,0
1032,复方皂矾丸,12,0
1033,十三味红花丸,5,0
1034,田螺,8,0
1035,现代制药对乙酰氨基酚栓(对乙酰氨基酚栓),13,0
1036,小米蛋奶粥,7,0
1037,纤毛结构缺陷,4,0
1038,当归片,2,0
1039,天津同仁堂麝香壮骨膏(麝香壮骨膏),13,0
1040,雷氏丹参片(丹参片),13,0
1041,炸鸭肝两样,7,0
1042,芙露饮(匹多莫德口服溶液),13,0
1043,乳酸左氧氟沙星片,12,0
1044,康尼(盐酸米诺环素胶囊),13,0
1045,鱼腥草,8,0
1046,利君沙(琥乙红霉素片),13,0
1047,小白菜猪肉饺,7,0
1048,土霉素片,5,0
1049,氢氯噻嗪片,12,0
1050,贵州安康安胎丸(安胎丸),13,0
1051,皮肤真菌镜检,3,0
1052,小儿慢性支气管炎,1,0
1053,胀痛,4,0
1054,仁和制药利巴韦林颗粒(利巴韦林颗粒),13,0
1055,烫空心菜,7,0
1056,尿毒症肺炎,1,0
1057,川贝枇杷糖浆,2,0
1058,脑脊液细菌培养,3,0
1059,血常规,3,0
1060,丽珠奇乐(阿奇霉素分散片),13,0
1061,羊肉烩面,7,0
1062,彼迪药业托西酸舒他西林胶囊(托西酸舒他西林胶囊),13,0
1063,济安堂蛇胆川贝液(蛇胆川贝液),13,0
1064,人福成田药业对乙酰氨基酚栓(对乙酰氨基酚栓),13,0
1065,纽兰药业小儿咳喘灵颗粒(小儿咳喘灵颗粒),13,0
1066,天麻胶囊,5,0
1067,武汉中联归芪口服液(归芪口服液),13,0
1068,培根白菜粥,7,0
1069,血清免疫球蛋白G亚类,3,0
1070,沐舒坦(盐酸氨溴索片),13,0
1071,草决明蒸鸡肝,7,0
1072,利君制药醋酸可的松片(醋酸可的松片),13,0
1073,康尔心胶囊,5,0
1074,烧猪肝,7,0
1075,氯霉素片(氯霉素片),13,0
1076,双蚁祛湿通络胶囊,5,0
1077,成都第一醋酸可的松片(醋酸可的松片),13,0
1078,急性心力衰竭,9,0
1079,酒石酸托特罗定片,5,0
1080,谵妄,4,0
1081,韭菜,8,0
1082,肝脾肿大,4,0
1083,草莓柚奶汁,7,0
1084,复方皂矾丸,2,0
1085,江西芙蓉安胎丸(安胎丸),13,0
1086,中山尼克美诺氟沙星胶囊(诺氟沙星胶囊),13,0
1087,腹泻,9,0
1088,金匮肾气丸,5,0
1089,国润制药苯妥英钠片(苯妥英钠片),13,0
1090,维生素B12片,5,0
1091,浆细胞,3,0
1092,海力制药牛磺酸颗粒(牛磺酸颗粒),13,0
1093,南瓜牛肉汤,7,0
1094,圣可补肾斑龙片(补肾斑龙片),13,0
1095,氢氯噻嗪片,2,0
1096,螺内酯片,5,0
1097,细菌学检验,3,0
1098,维宏(阿奇霉素片),13,0
1099,益保世灵(注射用头孢唑肟钠),13,0
1100,小儿急性上呼吸道感染,1,0
1101,荚膜肿胀试验,3,0
1102,败血症,9,0
1103,休克,4,0
1104,黄河药业阿奇霉素分散片(阿奇霉素分散片),13,0
1105,弥散性血管内凝血,9,0
1106,利君制药琥乙红霉素片(琥乙红霉素片),13,0
1107,通脉颗粒,5,0
1108,呼吸困难,4,0
1109,四川德元川贝枇杷糖浆(川贝枇杷糖浆),13,0
1110,慢性支气管炎,9,0
1111,三凹征,4,0
1112,胎宝胶囊,5,0
1113,支原体感染,1,0
1114,老年人吸入性肺炎,1,0
1115,肺泡-动脉氧分压差（PA-aDO2）,3,0
1116,天津达仁堂京万红益肾液(益肾液),13,0
1117,豌豆瘦肉粥,7,0
1118,九味健肾胶囊,5,0
1119,西南药业氯霉素片(氯霉素片),13,0
1120,自发性气胸,9,0
1121,雪梨膏,5,0
1122,紫菜萝卜汤,7,0
1123,尿道狭窄,9,0
1124,吉林大峻连翘败毒片(连翘败毒片),13,0
1125,耸肩喘息,4,0
1126,牛奶麦片粥,7,0
1127,康恩贝中药麝香壮骨膏(麝香壮骨膏),13,0
1128,雪菜牛肉粥,7,0
1129,胸痛,4,0
1130,小麦粥,7,0
1131,硬脂酸红霉素片,5,0
1132,欣匹特(阿奇霉素分散片),13,0
1133,急性病容,4,0
1134,信谊天平盐酸氨溴索胶囊(盐酸氨溴索胶囊),13,0
1135,小米素羹,7,0
1136,鹌鹑蛋小米羹,7,0
1137,天王补心丸,5,0
1138,盐酸金刚烷胺片,5,0
1139,云南龙发琥乙红霉素片(琥乙红霉素片),13,0
1140,葵花阿奇霉素干混悬剂(阿奇霉素干混悬剂),13,0
1141,汇仁药业阿奇霉素片(阿奇霉素片),13,0
1142,津奉药业麝香壮骨膏(麝香壮骨膏),13,0
1143,水晶鱼片,7,0
1144,牛肉热汤面,7,0
1145,天津力生制药氢氯噻嗪片(氢氯噻嗪片),13,0
1146,肺性脑病,9,0
1147,九芝堂天王补心丸(天王补心丸),13,0
1148,瑞阳制药注射用磺苄西林钠(注射用磺苄西林钠),13,0
1149,鸭血(白鸭),8,0
1150,凉拌芦笋,7,0
1151,心电图,3,0
1152,好医生攀西对乙酰氨基酚片(对乙酰氨基酚片),13,0
1153,柏赛罗达那唑胶囊(达那唑胶囊),13,0
1154,锦华药业诺氟沙星胶囊(诺氟沙星胶囊),13,0
1155,维宏(阿奇霉素干混悬剂),13,0
1156,醋酸泼尼松片,12,0
1157,紫菜鸡蛋汤,7,0
1158,大连药业托西酸舒他西林胶囊(托西酸舒他西林胶囊),13,0
1159,白萝卜炖猪排骨,7,0
1160,小牛脾提取物注射液,5,0
1161,上海新华联达那唑胶囊(达那唑胶囊),13,0
1162,高铁血红蛋白还原试验,3,0
1163,莲子粥,7,0
1164,白扁豆,8,0
1165,老年人支原体肺炎,1,0
1166,发作性不自主运动,4,0
1167,复方首乌补液,5,0
1168,白云山医羧甲司坦片(羧甲司坦片),13,0
1169,西南药业硬脂酸红霉素片(硬脂酸红霉素片),13,0
1170,银耳雪梨膏,7,0
1171,急性细支气管炎,1,0
1172,中杰药业当归片(当归片),13,0
1173,湖南正清利巴韦林片(利巴韦林片),13,0
1174,全血铬,3,0
1175,康缘热毒宁注射液(热毒宁注射液),13,0
1176,咳嗽反射,4,0
1177,溶血性贫血,9,0
1178,杏仁,6,0
1179,泌尿外科,10,0
1180,小儿解感片,5,0
1181,肺功能检查,3,0
1182,湖北东信蛇胆川贝液(蛇胆川贝液),13,0
1183,恶寒,4,0
1184,广东三蓝安胎丸(安胎丸),13,0
1185,纽兰药业利巴韦林片(利巴韦林片),13,0
1186,盆腔炎,9,0
1187,河北天成药业乳酸左氧氟沙星(乳酸左氧氟沙星片),13,0
1188,中性粒细胞比例(NEUT%),3,0
1189,糖桂花,8,0
1190,乌骨鸡,8,0
1191,甲钴胺片,5,0
1192,桃仁,6,0
1193,蜂窝肺综合征,9,0
1194,醋酸泼尼松片,2,0
1195,特一羧甲司坦片(羧甲司坦片),13,0
1196,大蒜,8,0
1197,利君制药醋酸泼尼松片(醋酸泼尼松片),13,0
1198,杭州民生药业达那唑胶囊(达那唑胶囊),13,0
1199,咳嗽伴胸痛,4,0
1200,新华制药醋酸可的松片(醋酸可的松片),13,0
1201,支气管造影,3,0
1202,腹水,4,0
1203,黄豆粉,6,0
1204,联环药业达那唑胶囊(达那唑胶囊),13,0
1205,沃卡(克拉霉素胶囊),13,0
1206,世贸天阶江苏氢氯噻嗪片(氢氯噻嗪片),13,0
1207,山东新华醋酸可的松片(醋酸可的松片),13,0
1208,手术治疗,11,0
1209,南瓜子仁,6,0
1210,食欲不振,4,0
1211,中兴药业苯妥英钠片(苯妥英钠片),13,0
1212,直肠炎,9,0
1213,冯了性金匮肾气丸(金匮肾气丸),13,0
1214,抗人球蛋白试验,3,0
1215,小白鼠毒力试验,3,0
1216,核磁共振成像(MRI),3,0
1217,体位,3,0
1218,蒸鱼,7,0
1219,益肾灵颗粒,5,0
1220,磷霉素氨丁三醇散,5,0
1221,急性面容,4,0
1222,宜昌人福盐酸金刚烷胺片(盐酸金刚烷胺片),13,0
1223,石药欧意红霉素肠溶片(红霉素肠溶片),13,0
1224,牛奶绿菜花,7,0
1225,亨瑞达制药醋酸泼尼松片(醋酸泼尼松片),13,0
1226,多普勒超声心动图,3,0
1227,感染性疾病所致贫血,1,0
1228,维生素B1片,5,0
1229,呋喃唑酮片,5,0
1230,新博阿奇霉素颗粒(阿奇霉素颗粒),13,0
1231,盐酸头孢他美酯片,5,0
1232,华北制药腺苷钴胺片(腺苷钴胺片),13,0
1233,苹果汁,7,0
1234,绿豆面,6,0
1235,臂痛,4,0
1236,达力芬(头孢克肟颗粒),13,0
1237,布地奈德气雾剂,12,0
1238,藏王天宝十三味红花丸(十三味红花丸),13,0
1239,黏液脓性痰,4,0
1240,嘉宁健儿清解液(健儿清解液),13,0
1241,紫绀,4,0
1242,河北天成羧甲司坦片(羧甲司坦片),13,0
1243,茴香,8,0
1244,浙江仙琚达那唑胶囊(达那唑胶囊),13,0
1245,首儿药厂小青龙颗粒(小青龙颗粒),13,0
1246,番茄牛肉,7,0
1247,迪康长江制药复方四环素泼尼(复方四环素泼尼松膜),13,0
1248,四川制药制剂阿莫西林胶囊(阿莫西林胶囊),13,0
1249,鲫鱼赤小豆汤,7,0
1250,血锑,3,0
